Game,Time,Team,TEAM,ENEMY,FGM,FG_PCT,FG3M,FG3_PCT,FTM,FT_PCT,OREB,DREB,AST,TOV,PF,PTS
36,4,4,CHI,SAS,38.69,0.19,7.30,1.09,18.11,2.56,10.03,31.93,22.83,15.35,21.35,102.79
36,4,5,CLE,DEN,36.60,-0.92,6.56,0.57,18.05,2.31,10.92,31.24,20.01,13.08,21.33,97.81
36,4,6,DAL,TOR,35.58,-1.76,8.79,-0.15,18.88,0.53,11.50,29.03,21.53,12.00,20.67,98.82
36,4,7,DEN,SEA,38.61,-0.11,7.58,-0.22,18.91,0.33,10.86,29.75,24.31,12.96,19.92,103.72
36,4,8,DET,SAC,38.30,2.35,6.03,-1.08,19.55,1.03,10.41,31.64,24.11,12.67,21.48,102.18
36,4,9,GSW,LAC,36.46,-0.92,7.48,-0.67,16.66,1.21,11.11,31.37,22.32,14.82,19.49,97.06
36,4,10,HOU,DAL,35.75,0.00,8.01,-1.23,19.13,-0.79,10.50,29.39,19.63,12.30,19.83,98.65
36,4,11,IND,MIA,36.10,0.04,7.02,-1.08,18.48,-0.00,10.20,30.80,21.97,12.59,22.39,97.71
36,4,12,LAC,GSW,40.62,-0.91,7.07,-1.22,20.61,0.60,10.84,33.29,25.91,13.94,22.06,108.91
36,4,13,LAL,SAS,41.05,-0.20,6.83,-0.01,19.90,1.44,9.09,32.14,24.68,13.17,22.62,108.83
36,4,14,MEM,PHX,40.11,0.17,7.17,-1.28,18.37,1.12,9.81,32.82,23.83,14.64,23.74,105.76
36,4,15,MIA,PHI,37.23,-1.30,7.28,-0.20,18.32,0.59,9.74,31.74,21.29,13.51,22.19,100.05
36,4,16,MIL,SEA,33.54,-0.25,5.12,-0.29,15.70,0.95,10.69,30.81,18.10,12.24,19.06,87.91
36,4,17,MIN,PHX,35.08,0.91,6.69,-0.94,17.61,0.36,11.39,29.16,21.00,11.75,18.25,94.45
36,4,18,NJN,NYK,35.74,1.85,6.94,0.76,19.13,1.08,9.53,29.57,21.14,12.01,19.93,97.55
36,4,19,NOK,LAL,37.72,-0.64,8.05,0.20,18.81,1.48,10.58,30.48,19.73,14.27,17.83,102.30
36,4,20,NYK,SAC,37.83,-0.34,7.75,0.24,19.37,1.71,11.08,31.34,21.21,13.82,19.59,102.78
36,4,21,ORL,NOK,33.10,0.43,6.99,0.67,17.35,1.16,9.31,29.76,19.76,14.44,20.94,90.53
36,4,22,PHI,MEM,34.56,-0.78,6.62,0.39,18.38,0.80,11.19,28.04,20.12,16.07,18.73,94.13
36,4,23,PHX,POR,37.75,1.12,8.88,-0.09,20.16,-0.05,10.31,29.31,20.48,14.96,19.48,104.53
36,4,24,POR,DEN,34.85,0.62,6.80,0.68,18.59,1.32,9.53,29.50,21.00,13.67,18.66,95.08
36,4,25,SAC,NJN,34.25,-0.29,5.13,-0.04,16.34,0.60,9.37,30.26,19.49,11.69,17.22,89.98
36,4,26,SAS,CHI,36.05,0.36,5.90,-0.12,18.18,1.19,10.65,32.12,21.07,13.41,18.12,96.19
36,4,27,SEA,UTA,39.76,0.60,6.51,0.10,19.92,0.87,11.29,31.49,20.79,13.80,19.52,105.96
36,4,28,TOR,PHI,38.63,-0.61,8.92,0.48,20.83,2.16,9.12,30.64,20.40,12.30,21.31,107.02
36,4,29,UTA,DET,41.38,-0.25,7.17,0.31,21.73,3.02,8.50,30.84,23.72,11.20,23.53,111.65
36,4,30,WAS,ORL,35.48,-0.75,8.20,2.44,15.63,2.36,10.66,30.45,19.67,11.86,19.36,94.79
36,5,1,ATL,BOS,28.22,-0.87,6.88,1.68,13.07,2.06,13.81,26.11,16.39,14.19,11.72,76.40
36,5,2,BOS,SAS,33.10,-3.15,8.22,0.95,14.15,-1.55,11.30,27.78,19.65,16.87,17.95,88.57
36,5,3,CHA,TOR,33.80,-1.47,8.26,0.60,16.80,-0.54,8.99,29.41,19.93,16.47,22.98,92.65
36,5,4,CHI,MIL,39.16,0.80,9.00,3.20,17.85,0.99,10.48,34.15,20.07,16.00,23.19,105.17
36,5,5,CLE,GSW,39.87,0.49,7.58,1.98,18.91,1.82,11.73,33.88,21.65,15.11,19.69,106.22
36,5,6,DAL,HOU,39.70,0.91,10.44,1.29,19.44,0.90,12.08,30.53,23.47,13.30,22.02,109.28
36,5,7,DEN,UTA,39.34,0.03,8.16,2.03,19.97,1.43,12.34,30.20,23.97,13.70,23.52,106.81
36,5,8,DET,CHA,36.84,0.14,8.53,0.67,20.23,0.78,11.11,32.10,22.70,13.60,22.63,102.43
36,5,9,GSW,LAC,38.48,-2.17,8.40,1.05,18.87,0.90,11.86,31.26,23.28,14.65,19.67,104.23
36,5,10,HOU,PHX,35.47,-0.42,9.93,1.65,18.25,1.51,10.48,29.26,22.64,13.22,20.69,99.13
36,5,11,IND,NYK,35.91,-2.19,9.28,0.36,17.43,0.07,11.55,30.53,21.94,12.83,20.39,98.53
36,5,12,LAC,MEM,39.01,-1.61,7.69,1.00,18.17,-1.32,12.61,32.73,22.21,14.85,25.73,103.88
36,5,13,LAL,DAL,37.67,1.61,8.62,0.65,19.33,0.62,10.52,31.46,19.99,14.67,25.59,103.29
36,5,14,MEM,PHI,38.16,1.15,8.57,2.15,19.89,1.52,12.42,32.16,20.06,14.41,23.40,104.78
36,5,15,MIA,DAL,35.85,2.11,8.39,4.13,17.76,1.94,10.82,30.78,20.83,13.51,20.13,97.85
36,5,16,MIL,POR,33.63,0.76,8.77,0.96,18.14,0.99,11.18,28.08,20.79,13.69,16.23,94.17
36,5,17,MIN,UTA,31.90,-0.79,10.01,0.98,17.42,0.71,11.87,27.39,23.01,13.55,17.80,91.22
36,5,18,NJN,ORL,34.53,-1.06,9.37,2.15,18.07,1.01,10.53,28.76,21.30,13.31,18.86,96.51
36,5,19,NOK,PHI,37.13,-3.75,8.08,0.73,18.02,0.51,11.58,29.83,22.84,14.23,19.60,100.36
36,5,20,NYK,WAS,35.78,-1.17,7.98,1.54,17.46,0.44,12.29,32.65,22.20,14.96,20.93,97.01
36,5,21,ORL,WAS,35.60,-0.24,8.46,1.57,17.71,0.46,10.10,32.60,21.39,14.11,20.01,97.37
36,5,22,PHI,MIA,39.86,-1.67,9.63,1.90,18.07,0.84,10.87,31.08,21.54,14.14,19.97,107.42
36,5,23,PHX,MIN,41.48,0.10,9.74,0.83,19.27,1.21,12.85,31.83,21.41,14.14,20.88,111.96
36,5,24,POR,CLE,40.12,-1.39,9.23,0.95,19.53,1.02,11.01,31.05,20.84,11.72,20.69,109.00
36,5,25,SAC,MIL,36.14,-1.75,8.73,0.37,17.41,0.99,9.58,30.06,19.28,12.51,20.39,98.42
36,5,26,SAS,LAL,37.33,-1.10,8.80,1.51,18.79,1.66,10.07,30.98,20.82,15.03,20.22,102.25
36,5,27,SEA,CLE,36.44,-0.52,8.56,2.68,17.82,1.57,13.07,31.15,22.54,14.58,19.95,99.28
36,5,28,TOR,SAC,37.76,-0.88,9.94,1.28,19.74,1.99,10.75,29.34,22.07,14.22,20.72,105.20
36,5,29,UTA,TOR,38.42,1.12,7.70,0.95,19.88,2.07,14.33,31.23,20.04,14.78,24.74,104.42
36,5,30,WAS,BOS,31.06,2.52,6.46,3.69,15.60,2.30,19.48,24.30,15.19,14.81,19.49,84.18
37,1,1,ATL,CHA,19.46,7.34,5.47,1.80,7.94,2.89,7.08,27.42,19.87,13.62,15.20,52.33
37,1,2,BOS,ATL,28.48,2.86,3.85,-0.58,15.35,0.98,7.11,29.11,21.26,12.24,18.16,76.17
37,1,3,CHA,NJN,32.76,-0.61,6.90,-0.30,17.88,1.89,10.92,27.84,22.93,13.88,21.15,90.30
37,1,4,CHI,NJN,33.29,0.88,6.50,-1.09,17.35,-1.46,10.08,29.06,24.70,13.43,22.66,90.43
37,1,5,CLE,SEA,34.09,1.93,7.83,0.10,18.51,0.87,10.44,28.61,21.82,14.30,21.60,94.53
37,1,6,DAL,POR,35.46,2.27,9.94,-0.63,20.65,1.02,12.01,31.14,22.42,15.38,20.46,101.52
37,1,7,DEN,HOU,37.22,3.36,9.41,-0.64,21.82,0.55,12.10,33.38,23.08,15.64,19.52,105.68
37,1,8,DET,UTA,36.75,2.86,6.03,-0.06,18.43,0.00,10.22,34.13,24.93,15.17,20.94,97.96
37,1,9,GSW,ORL,35.30,3.39,6.29,1.53,16.73,1.67,10.06,33.84,22.72,16.06,21.04,93.61
37,1,10,HOU,DEN,35.21,2.15,7.22,-0.41,16.41,1.54,10.16,32.06,23.75,16.11,20.54,94.05
37,1,11,IND,DAL,37.04,2.51,7.60,-0.03,20.29,0.50,10.38,31.32,24.13,14.80,20.66,101.97
37,1,12,LAC,CLE,38.40,3.63,7.52,-0.53,19.85,1.90,11.93,34.40,22.56,14.76,20.96,104.16
37,1,13,LAL,ORL,38.58,2.93,7.21,-0.89,18.39,1.07,11.22,33.21,24.08,13.71,21.01,102.76
37,1,14,MEM,MIN,39.78,2.44,6.91,1.17,18.84,2.81,11.41,32.12,23.34,13.47,20.29,105.31
37,1,15,MIA,LAL,38.88,3.56,7.32,-0.60,17.30,2.04,11.69,33.10,23.19,12.61,19.06,102.40
37,1,16,MIL,CHA,37.12,3.72,5.05,-0.60,16.18,3.86,10.05,30.10,20.31,11.80,18.38,95.47
37,1,17,MIN,ATL,35.88,3.38,6.03,-2.29,16.18,2.57,10.65,30.56,22.04,12.37,19.09,93.98
37,1,18,NJN,IND,35.67,1.71,6.85,-1.06,16.65,1.84,10.56,30.57,25.45,12.54,20.13,94.84
37,1,19,NOK,ORL,35.82,1.78,7.19,-0.87,16.20,0.07,10.46,30.92,22.08,14.76,20.92,95.03
37,1,20,NYK,PHI,34.62,1.57,7.53,0.27,17.65,0.18,9.76,29.80,24.18,14.95,21.72,94.42
37,1,21,ORL,LAL,35.35,1.06,6.37,-0.77,18.72,0.18,10.44,29.27,24.39,13.55,21.79,95.79
37,1,22,PHI,CHA,37.69,0.54,6.22,-1.26,16.84,2.30,10.37,32.57,21.11,14.90,19.26,98.43
37,1,23,PHX,MEM,38.13,2.85,6.29,-0.63,15.44,2.85,10.81,33.97,22.40,15.74,20.04,97.99
37,1,24,POR,DAL,36.25,2.75,4.51,-1.19,15.60,3.18,9.59,29.82,22.18,13.29,18.97,92.60
37,1,25,SAC,BOS,35.03,1.02,2.38,-0.78,14.47,1.56,8.04,28.14,21.02,12.21,18.27,86.91
37,1,26,SAS,DEN,36.51,1.43,4.53,-0.81,14.28,1.10,8.43,34.10,22.52,13.03,20.03,91.83
37,1,27,SEA,PHX,37.97,1.67,5.64,-0.22,15.43,1.45,8.94,34.52,23.67,14.69,20.50,97.01
37,1,28,TOR,BOS,37.57,3.06,7.49,-0.47,17.18,0.07,11.01,31.18,22.02,15.53,20.99,99.81
37,1,29,UTA,MIA,36.27,6.25,6.53,1.65,20.44,4.06,10.70,27.79,25.64,15.05,22.24,99.51
37,1,30,WAS,UTA,25.97,9.93,5.12,1.86,15.64,5.33,8.11,28.60,20.42,15.58,18.87,72.70
37,2,1,ATL,CHA,30.92,3.57,4.22,2.27,11.23,2.70,6.15,27.21,18.81,17.24,16.24,77.30
37,2,2,BOS,SAC,37.42,-0.15,10.33,0.73,16.48,1.12,7.49,31.34,19.76,13.36,18.06,101.66
37,2,3,CHA,ATL,36.69,-0.73,7.77,1.03,18.46,0.72,11.35,31.54,21.75,13.97,20.20,99.62
37,2,4,CHI,MEM,35.81,1.67,6.32,0.37,19.61,-0.08,13.00,33.19,23.35,14.16,21.48,97.55
37,2,5,CLE,POR,34.05,-0.12,6.71,0.31,21.97,1.16,13.14,29.91,20.24,14.11,20.83,96.79
37,2,6,DAL,IND,36.15,-0.78,7.90,0.07,23.53,0.99,14.04,30.82,21.75,14.07,20.50,103.72
37,2,7,DEN,MEM,37.83,1.43,7.63,-0.84,22.12,1.87,13.51,32.56,23.63,13.93,22.83,105.42
37,2,8,DET,MIN,37.99,2.13,8.11,-0.54,19.35,0.65,13.07,33.38,24.59,16.23,22.71,103.44
37,2,9,GSW,MIA,35.41,2.83,7.68,-0.91,18.48,1.13,10.95,32.63,22.66,14.80,21.46,96.99
37,2,10,HOU,SAC,34.85,1.30,7.86,-0.22,18.61,0.92,12.27,31.44,23.87,15.35,21.34,96.17
37,2,11,IND,NJN,36.66,1.42,6.95,-0.00,22.26,1.32,13.60,31.10,22.10,14.25,22.71,102.54
37,2,12,LAC,GSW,37.39,3.27,6.98,-0.89,19.95,1.01,13.15,33.44,24.51,14.69,20.93,101.71
37,2,13,LAL,MIA,36.60,2.44,6.27,-0.45,19.28,2.06,12.58,31.16,24.85,15.63,22.62,98.73
37,2,14,MEM,CHI,34.24,2.15,6.69,0.11,17.94,1.07,10.76,31.16,23.14,14.48,21.56,93.11
37,2,15,MIA,IND,33.36,1.00,6.85,0.04,17.43,0.21,10.98,29.22,22.71,16.48,20.84,90.99
37,2,16,MIL,CHI,32.23,1.17,5.88,-0.42,17.17,1.21,10.30,28.04,21.02,15.43,20.27,87.50
37,2,17,MIN,DET,32.29,1.41,6.83,-1.17,16.45,-0.17,9.16,29.46,22.25,14.63,20.61,87.86
37,2,18,NJN,CHA,34.01,1.63,7.48,-0.22,16.47,0.60,9.90,29.71,24.04,14.67,22.25,91.97
37,2,19,NOK,SAS,35.25,1.25,7.18,-1.09,17.74,0.44,11.22,31.35,21.40,13.27,21.48,95.42
37,2,20,NYK,CHA,36.67,0.88,7.57,-0.08,19.15,1.25,10.79,32.01,23.39,15.22,21.34,100.04
37,2,21,ORL,PHX,36.62,0.15,5.92,1.00,18.05,1.49,10.51,32.62,21.50,14.28,21.71,97.20
37,2,22,PHI,TOR,36.94,-0.98,6.68,0.31,17.11,0.65,9.69,32.66,20.98,14.30,20.55,97.67
37,2,23,PHX,HOU,37.76,2.73,8.49,0.53,15.15,1.70,9.43,33.29,21.74,16.54,20.39,99.15
37,2,24,POR,SAC,32.96,2.23,7.91,1.12,15.82,1.17,9.10,28.61,22.20,14.73,21.51,89.64
37,2,25,SAC,DET,31.42,0.21,6.37,-0.33,15.11,1.05,9.03,27.82,19.53,12.62,20.27,84.32
37,2,26,SAS,WAS,33.87,1.28,5.73,0.15,16.28,-0.13,10.38,32.61,20.95,16.16,21.07,89.75
37,2,27,SEA,MIA,36.63,1.82,7.50,-0.05,17.91,1.16,11.20,31.04,22.18,16.02,21.27,98.67
37,2,28,TOR,DAL,36.96,2.11,7.73,-0.14,19.89,0.61,11.62,29.93,21.65,13.78,20.82,101.53
37,2,29,UTA,WAS,38.97,5.25,3.87,1.85,19.89,1.59,13.39,27.83,26.07,14.01,23.54,101.70
37,2,30,WAS,NYK,32.38,6.96,5.42,1.51,12.74,0.70,12.51,29.09,22.16,16.77,18.85,82.91
37,3,1,ATL,CHI,34.88,3.24,6.95,1.77,13.97,1.74,7.20,29.04,21.19,12.78,15.38,90.67
37,3,2,BOS,WAS,40.24,-0.13,11.68,0.15,16.71,-1.03,8.52,31.73,20.51,15.33,17.08,108.87
37,3,3,CHA,ATL,37.69,-0.74,8.25,-0.58,18.62,1.14,10.84,30.45,23.10,16.43,21.15,102.25
37,3,4,CHI,SAS,37.49,0.69,7.17,0.01,17.75,1.72,10.50,32.90,24.30,15.56,20.67,99.89
37,3,5,CLE,DEN,36.92,-1.00,7.70,-0.34,16.47,1.52,12.64,31.50,21.37,13.33,20.82,98.02
37,3,6,DAL,TOR,37.05,0.05,8.14,-0.74,18.08,0.20,12.64,31.09,22.22,12.37,21.76,100.33
37,3,7,DEN,SEA,37.52,0.60,7.96,-0.74,19.09,-0.15,12.30,30.76,23.34,13.18,21.11,102.09
37,3,8,DET,SAC,38.90,2.06,7.67,-0.97,18.85,0.44,10.79,32.36,23.37,13.82,22.31,104.32
37,3,9,GSW,LAC,35.57,0.35,8.31,-1.15,18.45,0.81,10.92,32.43,22.41,15.16,21.58,97.90
37,3,10,HOU,DAL,34.74,-0.97,8.34,-1.15,18.49,-0.25,11.34,30.91,21.78,13.18,20.01,96.32
37,3,11,IND,MIA,36.36,-0.38,6.88,-0.63,18.91,0.27,11.44,31.59,22.17,11.83,22.12,98.51
37,3,12,LAC,GSW,40.42,-0.91,8.17,-2.83,19.83,-0.13,10.13,34.39,25.75,15.27,23.03,108.84
37,3,13,LAL,SAS,39.69,0.67,6.85,-0.68,19.38,0.62,11.28,32.96,24.29,14.38,23.01,105.61
37,3,14,MEM,PHX,39.09,0.51,6.92,-1.94,17.17,0.15,10.33,33.00,22.75,15.25,22.84,102.26
37,3,15,MIA,PHI,38.36,-0.08,7.44,-0.93,18.02,0.64,10.21,31.81,20.21,14.68,21.11,102.18
37,3,16,MIL,SEA,34.16,-1.05,4.64,-1.12,16.11,1.03,9.71,30.60,19.05,11.73,19.59,89.06
37,3,17,MIN,PHX,35.62,0.30,6.92,-1.29,16.39,-0.00,10.06,29.70,21.68,11.62,21.18,94.55
37,3,18,NJN,NYK,37.34,1.21,7.10,0.12,18.25,0.46,10.33,29.69,22.40,12.12,20.68,100.04
37,3,19,NOK,LAL,37.57,-0.93,8.59,-0.62,18.50,0.79,11.49,31.15,20.97,13.85,18.91,102.24
37,3,20,NYK,SAC,37.58,-0.43,7.24,-0.55,18.08,0.35,11.54,32.75,21.51,13.97,21.73,100.49
37,3,21,ORL,NOK,33.98,0.18,6.57,0.34,16.96,0.83,10.72,32.49,19.80,14.57,20.38,91.48
37,3,22,PHI,MEM,36.19,-0.81,6.15,0.18,16.88,1.12,10.85,30.14,20.15,16.44,19.52,95.41
37,3,23,PHX,POR,37.38,1.78,8.70,-0.59,18.39,0.17,10.42,30.59,21.63,15.29,20.53,101.85
37,3,24,POR,DEN,34.92,0.74,7.07,0.41,18.36,0.55,10.23,30.28,22.08,14.19,19.47,95.27
37,3,25,SAC,NJN,33.44,0.31,5.96,-0.91,15.82,-0.82,9.83,30.18,19.90,11.71,18.62,88.66
37,3,26,SAS,CHI,36.96,0.42,7.84,-0.95,17.48,-0.35,9.85,33.44,21.50,13.79,19.69,99.25
37,3,27,SEA,UTA,39.84,0.01,7.91,-0.65,19.40,1.05,10.94,32.20,23.05,14.68,19.22,106.97
37,3,28,TOR,PHI,38.87,0.04,8.27,-0.38,19.73,1.49,12.91,29.75,22.50,12.90,21.10,105.74
37,3,29,UTA,DET,40.36,2.00,4.00,-0.47,20.25,1.82,11.74,26.85,23.31,12.10,24.05,104.97
37,3,30,WAS,ORL,34.63,2.29,5.12,1.17,15.11,1.31,6.51,28.59,19.83,16.31,20.27,89.50
37,4,1,ATL,BOS,29.28,3.63,6.44,1.68,13.78,1.87,9.22,23.46,18.68,15.34,15.98,78.77
37,4,2,BOS,SAS,34.83,0.09,7.97,0.35,15.54,-0.15,7.82,28.26,20.35,15.70,16.96,93.18
37,4,3,CHA,TOR,34.86,0.53,5.73,-0.70,16.59,0.81,9.13,29.54,23.33,15.29,20.97,92.04
37,4,4,CHI,MIL,37.96,1.33,7.08,0.53,17.46,1.11,10.04,33.19,22.69,14.01,22.85,100.45
37,4,5,CLE,GSW,39.98,0.47,5.88,0.16,19.10,2.81,10.49,31.97,22.35,14.83,19.74,104.94
37,4,6,DAL,HOU,39.20,1.26,8.13,-0.36,19.57,1.27,10.83,30.29,23.96,13.56,21.16,106.09
37,4,7,DEN,UTA,37.97,0.57,7.82,-0.55,20.44,0.83,10.15,30.05,24.18,13.05,23.34,104.19
37,4,8,DET,CHA,37.42,0.21,6.97,-0.01,19.50,1.35,11.01,30.18,22.27,14.00,21.70,101.32
37,4,9,GSW,LAC,38.24,-0.78,7.72,0.58,19.23,1.31,10.92,31.64,20.63,14.73,18.55,103.44
37,4,10,HOU,PHX,36.62,-0.85,9.11,0.25,19.13,1.92,10.31,29.59,19.80,13.02,21.20,101.48
37,4,11,IND,NYK,36.42,-1.76,6.99,-0.87,18.92,0.71,10.45,30.58,23.17,12.17,21.68,98.75
37,4,12,LAC,MEM,40.26,-1.03,6.17,-0.46,19.17,-0.46,11.95,32.62,25.14,13.09,23.02,105.86
37,4,13,LAL,DAL,37.22,0.01,7.39,-0.31,19.22,1.43,10.91,32.15,23.00,13.83,22.88,101.05
37,4,14,MEM,PHI,37.92,-1.20,8.52,0.08,19.38,0.84,11.05,30.87,21.68,14.53,20.33,103.73
37,4,15,MIA,DAL,36.10,-0.02,7.63,0.09,17.26,0.63,10.11,28.78,18.98,12.92,20.02,97.08
37,4,16,MIL,POR,32.73,-1.02,7.80,0.25,17.04,0.73,10.27,27.47,18.90,14.16,18.02,90.30
37,4,17,MIN,UTA,31.54,1.37,9.21,0.18,17.28,0.92,10.00,26.68,20.92,14.01,18.69,89.58
37,4,18,NJN,ORL,34.29,2.29,7.88,0.72,17.63,1.47,10.04,27.70,20.74,13.62,20.29,94.08
37,4,19,NOK,PHI,36.11,-2.43,6.36,1.12,18.30,2.11,9.64,29.77,19.08,13.60,18.95,96.89
37,4,20,NYK,WAS,35.80,-0.56,5.90,1.03,17.35,1.69,10.75,32.13,20.78,14.66,19.52,94.85
37,4,21,ORL,WAS,35.91,0.30,7.65,0.07,17.69,1.20,9.79,31.30,21.08,14.41,20.11,97.16
37,4,22,PHI,MIA,40.21,-0.73,7.05,0.77,18.19,1.04,10.65,28.22,20.11,14.71,18.79,105.67
37,4,23,PHX,MIN,41.83,1.46,10.04,-0.58,19.66,0.70,11.64,30.77,20.94,14.48,19.89,113.37
37,4,24,POR,CLE,40.74,0.30,8.86,0.77,19.92,1.42,9.30,30.60,20.55,11.98,20.51,110.27
37,4,25,SAC,MIL,35.59,-1.27,8.08,0.02,17.26,1.62,9.20,28.65,19.44,12.22,18.10,96.52
37,4,26,SAS,LAL,37.03,-0.36,7.69,-0.15,18.27,0.91,10.69,30.52,20.46,15.54,18.56,100.01
37,4,27,SEA,CLE,36.07,-0.41,7.70,0.01,18.85,0.53,11.34,30.29,21.39,12.95,21.04,98.70
37,4,28,TOR,SAC,36.96,-2.27,7.94,-0.42,19.42,1.44,9.08,29.14,22.16,12.49,21.67,101.29
37,4,29,UTA,TOR,39.60,0.07,5.92,-0.33,20.04,2.33,8.23,30.72,24.61,11.58,25.11,105.15
37,4,30,WAS,BOS,36.72,0.74,6.62,2.54,15.67,2.10,9.85,30.21,19.98,12.71,20.63,95.74
37,5,1,ATL,ORL,26.57,-0.15,6.37,1.38,14.46,1.57,14.53,24.22,16.14,14.06,12.26,73.98
37,5,2,BOS,ATL,32.37,-2.07,6.35,1.67,15.55,-0.78,11.41,27.69,18.61,15.71,18.05,86.65
37,5,3,CHA,DET,29.65,-1.39,6.62,1.53,15.27,0.14,9.91,29.26,19.84,15.94,21.04,81.20
37,5,4,CHI,UTA,32.94,-0.60,6.85,1.77,17.38,0.05,9.80,32.61,19.76,17.74,21.26,90.11
37,5,5,CLE,ORL,34.44,-3.69,6.93,0.17,17.18,0.91,10.54,31.23,20.20,16.50,23.11,92.98
37,5,6,DAL,LAL,37.40,-0.43,7.31,1.34,17.63,0.18,11.83,31.81,22.07,14.52,25.25,99.75
37,5,7,DEN,NJN,38.39,0.44,8.83,1.10,18.89,0.44,11.93,30.36,22.43,14.92,23.36,104.50
37,5,8,DET,WAS,37.75,-0.64,9.63,1.73,18.14,0.33,13.37,31.56,22.41,14.68,22.57,103.28
37,5,9,GSW,CLE,39.00,-3.17,9.93,1.55,18.69,1.16,11.86,31.32,22.29,14.96,21.07,106.61
37,5,10,HOU,DEN,38.43,-0.17,9.33,0.81,18.18,2.06,10.71,30.80,21.96,12.61,21.34,104.37
37,5,11,IND,CHI,38.47,-0.72,9.60,2.22,20.19,1.18,10.97,30.96,22.96,13.60,22.18,106.73
37,5,12,LAC,MIL,38.24,1.59,8.68,3.40,18.20,0.97,11.65,29.70,22.80,15.36,23.59,103.36
37,5,13,LAL,NOK,37.26,-0.05,8.83,2.40,18.95,1.65,10.40,29.93,23.46,15.38,21.17,102.31
37,5,14,MEM,LAC,36.69,-1.53,11.05,3.12,17.93,1.77,10.50,30.59,22.96,14.83,20.09,102.36
37,5,15,MIA,NYK,36.02,0.14,7.93,1.99,18.07,1.39,11.07,29.82,21.63,13.45,18.65,98.04
37,5,16,MIL,LAC,36.23,-0.67,8.93,1.25,17.03,0.88,9.40,28.68,21.72,11.99,17.85,98.43
37,5,17,MIN,POR,36.19,-1.24,8.70,1.94,15.29,0.95,9.92,30.01,20.51,11.77,19.07,96.37
37,5,18,NJN,SAC,35.77,-0.99,8.03,1.57,15.86,0.87,12.16,31.92,22.69,13.38,19.39,95.44
37,5,19,NOK,TOR,35.26,-2.10,7.72,0.89,17.39,0.44,11.01,30.39,20.31,14.97,20.78,95.62
37,5,20,NYK,NJN,34.30,0.24,7.70,1.87,17.01,1.54,11.47,32.48,20.77,16.39,21.72,93.31
37,5,21,ORL,NJN,34.77,-0.34,8.06,2.39,18.29,1.21,9.54,33.20,21.66,15.81,20.27,95.89
37,5,22,PHI,SAS,36.83,0.21,7.55,1.65,18.29,1.14,11.20,30.11,21.45,12.88,19.71,99.50
37,5,23,PHX,WAS,40.35,0.19,8.45,1.10,19.00,0.68,13.41,32.11,22.61,12.39,19.54,108.15
37,5,24,POR,PHX,37.11,0.30,7.99,1.80,18.08,0.59,10.33,31.19,21.54,13.03,19.00,100.28
37,5,25,SAC,NOK,34.26,-2.12,9.16,0.80,18.13,0.84,8.65,29.59,21.23,12.15,18.81,95.80
37,5,26,SAS,NOK,35.94,-1.41,7.82,1.41,15.92,1.65,12.18,31.92,21.93,13.95,19.85,95.62
37,5,27,SEA,MIL,34.55,-1.27,7.63,1.62,17.87,0.90,13.76,32.43,23.61,14.87,20.58,94.59
37,5,28,TOR,UTA,35.67,-1.10,8.01,1.29,17.50,1.66,11.52,29.70,21.63,14.10,23.06,96.86
37,5,29,UTA,CHI,36.33,2.73,7.34,1.37,19.56,1.64,11.78,31.32,19.53,14.69,24.70,99.55
37,5,30,WAS,PHX,30.06,4.25,5.72,4.95,14.14,2.26,16.77,24.74,13.77,15.03,18.68,79.98
38,1,1,ATL,CHA,22.51,7.36,5.59,1.65,7.98,2.67,7.38,27.08,21.74,15.68,15.69,58.58
38,1,2,BOS,SAC,32.43,3.55,2.28,0.11,15.17,0.65,6.41,31.41,23.12,12.68,19.17,82.31
38,1,3,CHA,ATL,35.55,1.24,5.98,-0.15,16.57,1.23,9.91,31.68,24.92,14.19,21.44,93.66
38,1,4,CHI,MEM,35.78,2.52,7.24,0.18,16.21,0.13,11.92,33.77,24.94,12.77,22.48,95.02
38,1,5,CLE,POR,34.45,1.04,8.30,0.12,18.19,1.07,11.03,32.55,20.76,13.94,19.89,95.38
38,1,6,DAL,IND,35.96,0.40,8.38,0.04,20.77,1.30,11.86,30.86,21.39,13.98,20.02,101.06
38,1,7,DEN,MEM,37.17,2.94,7.38,-1.28,19.91,0.77,11.92,33.56,23.83,13.28,21.31,101.64
38,1,8,DET,MIN,37.94,1.73,7.01,-1.32,18.34,0.25,12.31,33.89,23.69,14.29,20.71,101.25
38,1,9,GSW,MIA,37.08,4.03,8.70,-0.83,17.97,1.61,10.34,31.70,23.59,14.34,20.88,100.84
38,1,10,HOU,SAC,36.44,2.01,7.40,-0.82,18.74,-0.10,11.42,30.08,24.88,14.30,21.51,99.02
38,1,11,IND,NJN,37.10,1.97,6.78,-0.77,19.47,-0.17,10.65,31.09,22.30,14.48,21.81,100.44
38,1,12,LAC,GSW,37.76,3.76,6.80,-1.30,17.35,0.95,11.47,34.76,24.71,14.71,21.17,99.67
38,1,13,LAL,MIA,38.02,2.75,4.76,0.15,17.37,1.14,11.10,33.80,26.30,16.20,21.72,98.18
38,1,14,MEM,CHI,36.82,2.67,4.71,-0.11,15.83,0.85,9.57,33.12,23.62,14.64,20.97,94.16
